x,y,class
3.2382575581970037,0.7955989360472648,1
4.18905366143147,1.6314105995368704,-1
4.214798065924989,0.01920199103099751,1
4.432564136223143,0.5860370465449347,-1
3.50342896701056,0.49617830961986464,1
4.17880877733142,1.5607102565365227,-1
3.5445470705277993,0.7577519491343743,1
2.559335813664499,1.2776109948231902,-1
3.4883384605921286,1.4133252495229391,1
4.3643517182577725,1.83899979602197,-1
3.4725252170078957,0.5864786804023665,1
4.3103004909847,0.6609664565527353,-1
4.040282288850472,0.25016773767081535,1
2.6345151229299004,0.7144284238049581,-1
3.0010268368089377,0.8386053880118005,1
4.255638974167046,0.5637679718661694,-1
3.4924955851317474,0.336756491626955,1
2.6518404820261674,1.2568101476549818,-1
3.5395389815272837,1.1369945874985632,1
2.7953146545738594,1.6978673909924158,-1
3.783678782587551,1.356266160861721,1
4.324054382287593,0.7632545433953535,-1
3.5807043133203047,1.683452952330637,1
4.2332012425312024,0.7200235343121846,-1
3.071983321620607,0.8990466001072823,1
2.971774451115509,1.2877992818829342,-1
3.7484915391732976,0.5235151660790123,1
2.777018339067193,1.3370458386678148,-1
2.5734909585659462,0.07314049396842637,1
4.152184738210532,1.9015455532931118,-1
3.463135073017507,0.9281818587930377,1
3.2032418751902356,1.6396628469086358,-1
3.5759659105827977,1.454758669412326,1
4.044080573800725,1.5974389917343685,-1
3.2776940597768562,0.7082102419304162,1
4.392669005902858,0.9943701170008965,-1
3.572981564406838,1.2066510684290035,1
3.0064863904691297,1.9829055159508637,-1
3.5218888786515734,1.6861228938622004,1
4.383105663919897,0.7159235847530354,-1
3.944394969694558,0.29140785757590026,1
2.912797270487711,1.2576152794811502,-1
3.2693747515941443,0.3347287695636445,1
2.849223397323273,0.8597978491398326,-1
3.680563680138154,1.6056255120986844,1
4.380548224393875,0.30702970794933937,-1
3.6051523175291793,0.8053486388435815,1
3.766570940539951,1.5276218787605433,-1
3.0941037118956167,0.08959348813733281,1
4.2649820248931105,0.4915531187975424,-1
3.4491290125266616,1.548411562775828,1
4.087044707300766,0.882027278857729,-1
3.389770598225585,0.4648739967007891,1
3.162671920606579,1.4430341412620178,-1
3.3399501541846313,0.9298518316931259,1
2.880466941003397,1.171861704600686,-1
3.481207621840934,1.4162015804015458,1
2.922465470743763,0.9517604192390856,-1
3.6474521717304267,1.2072945102332715,1
2.659441830046476,0.7418158557248964,-1
3.4661436758960718,0.33435644722139735,1
3.241567277632085,1.8317307301636832,-1
3.661870852541176,1.2817461460157924,1
3.0207519401811203,1.183900216536566,-1
3.8818927495940416,0.6021563811020487,1
2.7381677629334686,0.9705334166583157,-1
3.7154611049664266,0.0775429177337621,1
2.814192792290739,1.5458828172209926,-1
3.6271900353396176,0.17074234284072154,1
4.390696689067219,1.0003853263284208,-1
3.6641350865651963,0.06559295181794877,1
2.6064981087347325,1.2016930531249224,-1
3.8131144927544423,0.4165199618778159,1
2.5255831564498137,0.5366084125803794,-1
4.033293634858808,0.6238333739998065,1
2.5100659150677656,1.7642038613091988,-1
3.6877904660338876,1.5265868159263016,1
4.409413515796755,0.6872169912289612,-1
3.0520666231061986,0.36222419637849357,1
2.987878160241661,1.476716988266778,-1
3.998871456011316,0.4065205769343343,1
4.359318742449265,0.8208676085778719,-1
3.795110068491508,1.2223481147537094,1
2.92501414587497,1.1999235784917621,-1
3.666203480801947,0.8915536003379612,1
2.6892291741555794,0.9843233656675623,-1
2.8740023998962605,0.4692241417686849,1
3.9983168982412876,1.3887114961137523,-1
3.6158772670626638,0.9876403672752723,1
2.568596155743486,1.7457137285930195,-1
3.0746879376189424,0.9915609485721901,1
2.5032391951938644,1.6666244130057777,-1
2.9618363922537445,0.7223223211839696,1
3.9129682354688438,1.563949411512948,-1
2.712013438956786,0.1393986506801701,1
2.859077638563499,1.5501645036778977,-1
2.752095438219083,0.25694874998055384,1
4.292489337902957,0.8319649669663052,-1
3.208825262694681,0.77403553347968,1
2.9356718274060154,0.939559346127216,-1
3.30408092099087,0.6274301647500076,1
3.892969762470198,1.6346823434543258,-1
3.676293426192491,1.188196236558327,1
2.728090809315175,1.689916954232108,-1
2.950703596707763,0.4978588803288846,1
3.1458527662067506,1.6171223267145491,-1
2.8572121318047143,0.3118176652977438,1
2.921260618702986,1.3177766644034985,-1
2.8824735927493297,0.3121506605585327,1
4.056618215623418,1.049780760014272,-1
3.7175784794649163,0.22511867960075005,1
3.102905376503138,1.830856453387556,-1
4.08848047246115,0.4707866678470345,1
2.6763363361531614,1.0977378775229352,-1
4.136860627964612,0.2715990692266148,1
2.77760063439235,0.6959796175529058,-1
4.090912899678445,0.28612489193638213,1
2.937808212116596,1.54582540467493,-1
3.3930626643930486,0.9342309673691338,1
3.8429842236277327,1.7222701906101674,-1
4.206922889648523,0.24809319117548911,1
2.90376660260355,1.072317072549237,-1
3.851036234575738,0.549327358165751,1
4.410756539972143,1.2258267700988612,-1
2.5946372522684022,0.18410822854350362,1
4.354736863903945,0.8500167813539494,-1
2.9316013880852667,0.024427640608744694,1
4.479890514912235,0.46534952242655403,-1
2.819088660961265,0.03435340474458237,1
3.119944402849156,1.6161549842743643,-1
2.9388240510493158,0.29290435207637855,1
4.419282408080273,0.3826926180344772,-1
3.258659354664164,1.0445025744044227,1
2.833293313083842,1.3109024547590415,-1
3.7686549431203122,0.1455795451429842,1
2.742650542899174,1.623866579626837,-1
3.085006732833263,0.7257607974712921,1
3.065312676658748,1.521973257174885,-1
3.162592248181474,0.6520692174580904,1
3.2854515457342934,1.7839716056963963,-1
3.6751730226114656,0.22213177149393393,1
4.4888126382694615,0.7634980488743708,-1
3.43183389706308,0.35953836815675855,1
4.427079859395622,1.3289058636629776,-1
2.8290376892448137,0.29484160472318166,1
4.466743611188834,0.30441749134833196,-1
4.043436403349209,0.5196643020553129,1
2.5567108050860203,1.7356482585720867,-1
2.9973462256358054,0.5923826871317477,1
2.562118997233304,1.6191499876477118,-1
3.687042984126096,0.6152511264930483,1
2.6021003843566826,0.2944434897131183,-1
3.7896384880366147,0.4812754741185643,1
2.6396929971685914,1.3394549210687547,-1
3.3737308224392653,0.8904759292622744,1
3.0182005604994337,1.9166403909013334,-1
3.828423332979785,0.2977518580137066,1
4.4657952383010375,0.7511840393927682,-1
2.783681522648609,0.14587690291287592,1
4.455917036494468,1.669882018539316,-1
3.1229231855464072,1.2435086233455166,1
4.409526085539143,1.3356170652743926,-1
3.4397106219579063,1.8086880267353769,1
2.654870508580829,1.694271845367319,-1
3.451859622374667,1.7218138762802488,1
3.912788636183227,1.2146901135326413,-1
3.183952861296656,0.08119963423972121,1
2.6430828130409614,1.2112983813839742,-1
3.476948421826037,0.6632415647163361,1
2.9945643936814488,1.7459826526452582,-1
3.690743288902216,0.28725408160812904,1
4.3136534779379545,1.0318805322378697,-1
3.767992912792267,1.2229264891874874,1
4.379521356403666,0.47673692295969006,-1
3.422378959882457,0.7926784118721664,1
3.9091817486675042,1.7545429903303444,-1
3.205896326932557,1.016745628219977,1
4.071023922937258,0.8606963314801379,-1
3.5229746786905003,0.15883611985091184,1
4.120926890563077,1.4968915302266288,-1
2.6782288391865623,0.31540962380828264,1
4.163822145505888,1.3446632719742153,-1
3.7496577040556325,1.2227354644227582,1
2.5810281656263188,0.5373158843343278,-1
3.051332164397631,0.9813706759926695,1
4.487815101546373,1.4584492421243176,-1
3.7473101392656005,0.09799068029175007,1
