x,y,class
-0.22023390258527611,-0.2007280745016586,-1
-0.040973022352668476,0.11458413609206664,-1
0.3333060147923296,-0.36138600518419245,1
-0.037119169988471146,0.2530675695059691,-1
0.012534096438601483,0.13358178734740211,-1
0.21308949769296226,0.018224594883696432,1
-0.3926870058853926,-0.1812692574063152,-1
0.25767323537638787,-0.20102988677157274,1
0.31570491232211495,-0.3091509230580875,1
-0.13073408979568474,-0.11700332028014221,1
0.2603664987227433,-0.1553235966965291,1
0.17025700533567323,0.28341141728668173,-1
0.06825725666567123,-0.09105738816052139,1
0.048149191771865496,0.2790309317681243,-1
0.26435207318233667,0.013121075345743971,1
-0.388144856747278,0.285709825631961,-1
-0.05587646126631879,-0.28738683178524527,1
0.0016615191564232634,-0.3578565846503119,1
0.2810160092117251,0.17568890513469015,1
0.1810165781659927,-0.0036320443056752083,1
0.3971844550270952,-0.35422889554110637,1
-0.06573827611268401,-0.18927798081301708,1
0.23018202608490157,0.1712782156370597,-1
-0.14779865124102315,0.15736050457168838,-1
0.3127147279978677,-0.29727052991161673,1
0.3939331517692052,0.15228368707823703,1
0.1787822629792336,0.21951361874195863,-1
-0.3413318491584805,-0.14196466376839983,-1
-0.2677315567017596,-0.338296871109732,1
-0.2674901136501211,-0.19838362968617318,-1
-0.32844122810510046,-0.33477763932671345,-1
-0.10926317460812046,0.27530783186682106,-1
-0.2634669468949242,-0.15054150665185953,-1
0.39009320389083635,-0.28921334965532425,1
0.07959183762380906,-0.07742303565915165,1
0.3551733774051863,-0.261339043132743,1
-0.2706226845857653,0.05749787275368501,-1
0.3897515299098936,0.28016654851061806,1
-0.05282409774185898,0.3210032165484774,-1
-0.006080516073892039,-0.03980223586018006,1
0.27092165395885515,-0.29558444938919454,1
-0.11910244122619212,-0.06840711205443928,1
0.30898595710603827,0.3822253774536205,1
0.39103402317148117,0.36370656606085006,1
0.13263342189916494,0.025646301487580403,1
0.26978951323427447,0.24035062059589407,1
-0.3653821790301499,-0.24510398726636345,-1
0.39576627645455265,0.09958821212396185,1
-0.08961499059526112,-0.10754827723460131,1
0.23273587966834197,-0.37385419637969675,1
0.39070451614456636,0.3980800255017921,1
0.13334659980416674,0.1940279532453275,-1
0.2832501165740312,-0.3750566681663557,1
-0.13539108424505886,-0.3765857038884309,1
-0.30945202350608203,0.2507135688551788,-1
0.31638453063119554,0.3987119887497089,1
0.2743818733707267,-0.315466332505544,1
-0.38906251528017005,0.22275729163060842,-1
-0.2971999070091686,0.3804866606994056,-1
-0.2915757817123419,0.16586806597862425,-1
0.19343344774063354,0.17010342889671404,-1
0.27795746116348363,0.3884151999245622,-1
-0.27961257038711385,0.27025570057522363,-1
-0.3077284492556469,-0.31291244370874804,-1
0.05610218415240392,-0.06335252960777166,1
-0.12292733243943899,0.22087884739955344,-1
-0.22532722945781902,-0.019537566436712894,-1
-0.052393713053909274,0.2884572668562574,-1
0.0427754238841328,-0.14428603026072578,1
-0.12113269183457165,0.3305839314011476,-1
0.2658032247767417,0.1677207554732637,1
